Profile,Carbon.Kg.m2,Nitrogen.g.m2,Latitude,Longitude,Code
0064005 56-AK-6-2,33.6,2455,60,-151.6,A
0064006 56-AK-6-3,22.7,1316,60.1,-151.5,A
0064007 56-AK-7-1,23.8,1159,61.8,-149.5,A
0064008 56-AK-7-2,33.5,1402,61.7,-148.5,A
0064009 56-AK-7-3,20.8,699,61.6,-149.5,A
0064010 56-AK-7-4,17,612,61.7,-149.5,A
0064011 56-AK-9-1,19.7,686,61.6,-148.6,A
0064012 56-AK-9-2,17.8,668,61.5,-148.6,A
0064013 52-AK-41-1,10.5,<0.1,61.7,-147.1,A
0064014 52-AK-45-2,5.7,<0.1,61.7,-147.1,A
0064015 57-AK-5-4,13.9,371,60.5,-151.2,A
0064016 59-AK-54-4,14.5,1320,62.3,-150.4,A
0064017 59-AK-8-1,5.3,316,64.5,-149,A
0064018 59-AK-8-2,7.2,406,64.5,-149,A
0064019 60-AK-4-1,29.5,1026,59.7,-151.5,A
0064020 60-AK-4-2,25.7,387,59.7,-151.5,A
0064021 60-AK-5-1,10.4,257,60.5,-151.2,A
0064022 62-AK-0-1,8.1,286,55.4,-132.7,A
0064023 62-AK-0-2,35.1,1061,55.4,-132.7,A
0064024 67-AK-58-2,15,469,60,-154.8,A
0064025 69-AK-56-1,32,1838,58.7,-156.7,A
0064026 69-AK-56-2,19.4,1040,58.7,-156.8,A
0064027 59-AK-51-1,13.7,849,64.8,-141,A
0064028 59-AK-51-2,16.5,1157,65.8,-144.4,A
0064029 59-AK-51-3,18.3,799,65.9,-144.4,A
0064030 60-AK-60-2,16.9,713,62.4,-150,A
0064031 62-AK-56-1,10.5,751,58.9,-162,A
0064032 62-AK-56-3,19.5,1272,61.9,-166,A
0064033 57-AK-5-14,20.1,831,60.6,-151,A
0064034 57-AK-5-18,18.7,849,60.5,-151,A
0064035 59-AK-3-1,7.5,536,64.8,-147.5,A
0064036 59-AK-3-2,8.6,457,64.6,-148,A
0064037 59-AK-3-3,7.2,480,65,-147.8,A
0064038 60-AK-3-1,7.3,466,64.6,-148,A
0064039 60-AK-4-3,33.7,1161,59.6,-151.5,A
0064040 60-AK-4-4,28.8,1114,59.6,-151.5,A
0064041 60-AK-60-1,15.5,882,62.5,-150,A
0064042 67-AK-58-1,22.4,1304,59.1,-158.6,A
0064043 69-AK-54-3,13.3,1075,62.3,-150.4,A
0064044 52-AK-103-10,10.1,<0.1,61.8,-146.3,A
0064045 52-AK-105-11,5.3,<0.1,61.7,-146.5,A
0064046 52-AK-106-12,3.5,<0.1,61.7,-146.5,A
0064047 52-AK-108-13,15.9,<0.1,61.7,-146.5,A
0064048 52-AK-114-14,25.1,<0.1,61.8,-146.5,A
0064049 56-AK-7-1,24.4,1187,61.8,-149.5,A
0064050 57-AK-5-2,23.2,703,60.6,-151.4,A
0064051 57-AK-5-20,15.1,435,60.6,-151.4,A
0064052 58-AK-3-1,34.1,1461,64.8,-147.6,A
0064053 58-AK-3-2,15.1,773,65,-147.9,A
0064054 62-AK-0-3,4.8,173,55.4,-132.7,A
0064055 62-AK-0-4,8.1,375,55.4,-132.7,A
0064056 62-AK-0-5,24.3,1274,55.4,-132.7,A
0064057 62-AK-0-6,10.6,414,55.4,-132.7,A
0064058 62-AK-0-7,23.8,1362,55.4,-132.8,A
0064059 62-AK-0-8,41.7,1489,55.4,-132.7,A
0064060 62-AK-56-2,12,757,60.5,-165.5,A
0064061 62-AK-56-4,59.8,2822,63.9,-161,A
0064062 67-AK-51-2,35.9,994,57.2,-135.7,A
0064063 67-AK-52-1,34.7,1411,60.2,-149.4,A
0064064 67-AK-52-2,39.1,1350,60.4,-145.2,A
0064065 67-AK-52-3,8,336,61.1,-145.8,A
0064066 67-AK-56-1,42.3,2434,57.1,-153.7,A
0064067 67-AK-56-2,13.5,1137,56.8,-157.9,A
0064068 69-AK-54-1,70.4,4004,62,-150.2,A
0064069 69-AK-54-2,59.6,3347,62,-151.2,A
0064070 69-AK-55-1,16.5,776,62.1,-152.8,A
0064071 69-AK-58-2,66.2,3486,59.9,-159,A
0065001 1.01 NH,19.4,793,44.3,-71.7,A
0065002 1.02 NH,19,874,44.3,-71.7,A
0065003 1.03 NH,22.9,1022,44.3,-71.7,A
0065004 1.04 NH,25.2,883,43.9,-71.5,A
0065005 1.05 NH,8.1,241,43.9,-71.5,A
0065006 1.06 CT,14.9,394,42,-72.1,A
0065007 1.07 CT,4,182,41.5,-71.8,A
0065008 1.08 CT,9.8,366,41.3,-72.9,A
0065009 1.09 CT,8.1,195,41.8,-72,A
0065010 1.11 CT,5.1,221,41.6,-72.5,A
0065012 1.13 CT,10.2,<0.1,41.4,-73,A
0065013 1.14 CT,10.2,456,41.4,-72.4,A
0065014 1.15 CT,10.4,543,41.3,-73,A
0065016 1.18 CT,5.2,183,41.9,-72.7,A
0065017 1.20 CT,6.8,134,41.4,-72.5,A
0065018 1.21 NH,28.4,1885,44.3,-71.7,A
0065019 1.22 CT,19.8,<0.1,41.4,-72,A
0065021 1.23 CT,19.5,1189,41.5,-73.1,A
0065022 1.24 CT,10,479,41.5,-72.4,A
0065023 1.31 CT,12,589,41.9,-72.1,A
0065024 1.35 CT,9.5,<0.1,42,-73.2,A
0065025 3.01 NH,16.2,<0.1,43.9,-71.5,A
0065026 3.02 NH,20.8,<0.1,42.9,-72.3,A
0065027 3.03 NH,25.8,<0.1,42.9,-72.3,A
0065028 3.05 CT,7.9,<0.1,42,-73.2,A
0065029 3.06 CT,6.1,<0.1,41.3,-72.9,A
0065030 3.12 CT,9.6,<0.1,41.3,-72.9,A
0065031 3.13 CT,10.4,<0.1,41.4,-73,A
0065032 3.15 CT,9.6,<0.1,41.4,-73,A
0065033 3.16 CT,10.8,<0.1,41.5,-73.1,A
0066001 2.01 IL,4.4,<0.1,41.5,-90.2,A
0066002 2.02 IL,16.2,<0.1,41.5,-90.2,A
0066003 2.03 IL,10.1,<0.1,41.5,-90.2,A
0066004 2.04 IL,10.2,<0.1,41.3,-89.5,A
0066005 2.05 IL,5.5,<0.1,42.2,-89.2,A
0066006 2.06 IL,16.3,<0.1,41.9,-89,A
0066007 2.07 IL,12.3,<0.1,42.2,-89.2,A
0066008 2.08 IL,18.9,<0.1,42.2,-89.2,A
0066009 2.09 IL,16.9,<0.1,42.2,-89.2,A
0066010 2.10 IL,14.3,<0.1,41.9,-89,A
0066011 2.11 IL,15.1,<0.1,41.7,-89,A
0066012 2.12 IL,12.6,<0.1,41.7,-89,A
0066013 3.01 IA,17.1,<0.1,41.7,-91.9,A
0066014 3.02 IA,9.7,<0.1,42.5,-91.9,A
0066015 3.03 IA,10.9,<0.1,42.2,-92,A
0066016 3.04 IA,4.2,<0.1,42.2,-92,A
0066017 3.05 IA,12.1,<0.1,42.2,-92.5,A
0066018 3.06 IA,9.2,<0.1,42.5,-94.2,A
0066019 3.07 IA,14.2,<0.1,42.7,-94.2,A
0066020 3.08 IA,7.1,<0.1,42.2,-92,A
0066021 3.09 IA,6.7,<0.1,42.2,-90.5,A
0066022 3.10 IA,8.9,<0.1,42.3,-90.4,A
0066023 3.11 IA,7,<0.1,42.5,-91.9,A
0066024 3.12 IA,5.2,<0.1,42.3,-90.4,A
0066025 3.13 IA,10.5,<0.1,42.3,-90.4,A
0066026 3.14 IA,11.3,<0.1,42.7,-94.2,A
0066027 3.15 IA,8.5,<0.1,41.7,-94.9,A
0066028 3.16 IA,7.8,<0.1,42.2,-90.5,A
0066029 3.17 IA,10.4,<0.1,42.2,-92.5,A
0066030 3.18 IA,15.5,<0.1,41.7,-93,A
0066031 3.19 IA,17.9,<0.1,43.1,-91.2,A
0066032 3.20 IA,16.3,<0.1,41.7,-91.9,A
0066033 3.21 IA,14.1,<0.1,42,-94.4,A
0066034 3.22 IA,3.9,<0.1,41.7,-91.9,A
0066035 3.23 IA,15.6,<0.1,41.4,-93.6,A
0066036 3.24 IA,14.7,<0.1,41.3,-94,A
0066037 3.25 IA,14.1,<0.1,41.4,-93.6,A
0066038 3.26 IA,11.6,<0.1,41.3,-94,A
0066039 3.27 IA,6.6,<0.1,41.3,-94.5,A
0066040 3.28 IA,2.1,<0.1,41.4,-95,A
0066041 3.29 IA,8.2,<0.1,42,-94.4,A
0066042 3.30 IA,14.3,<0.1,42.2,-92,A
0066043 3.31 IA,14,<0.1,42.2,-92.5,A
0066044 3.32 IA,4.7,<0.1,41.3,-94.5,A
0066045 3.33 IA,11.8,<0.1,41.7,-94.9,A
0066046 3.34 IA,17.1,<0.1,42.2,-92.5,A
0066047 3.35 IA,17.6,<0.1,41.7,-93,A
0066048 3.36 IA,15.3,<0.1,41.3,-94.5,A
0066049 3.37 IA,13.8,<0.1,41.7,-94.9,A
0066050 3.38 IA,4.2,<0.1,41.4,-95,A
0066051 3.39 IA,14.6,<0.1,42,-94.4,A
0066052 3.40 IA,15.4,<0.1,42.5,-94.2,A
0066053 3.41 IA,8.5,<0.1,43.3,-93.6,A
0066054 3.42 IA,14,<0.1,41.3,-94,A
0066055 3.43 IA,13.2,<0.1,43.1,-91.2,A
0066056 4.01 MN,8.8,<0.1,45.7,-93.6,A
0066057 4.02 MN,6.8,<0.1,46,-92.9,A
0066058 4.03 MN,9.8,<0.1,46.3,-96.1,A
0066059 4.04 MN,10.9,<0.1,46.3,-96.1,A
0066060 4.05 MN,10.7,<0.1,44.1,-93.5,A
0066061 4.06 MN,13.4,<0.1,45.6,-95.9,A
0066062 4.07 MN,7.5,<0.1,42.2,-95.8,A
0066063 4.08 MN,6.4,<0.1,43.6,-91.5,A
0066064 4.09 MN,5.3,<0.1,44.6,-93.1,A
0066065 4.10 MN,7.4,<0.1,46.1,-96.4,A
0066066 4.11 MN,16.5,<0.1,45.6,-95.9,A
0066067 4.12 MN,6,<0.1,43.6,-91.5,A
0066068 4.13 MN,10.9,<0.1,46,-92.9,A
0066069 4.14 MN,6.4,<0.1,45.9,-93.3,A
0066070 4.15 MN,9.5,<0.1,46.1,-96.4,A
0066071 4.16 MN,8.5,<0.1,46.9,-95.1,A
0066072 4.17 MN,10,<0.1,46.9,-95.1,A
0066073 4.18 MN,17.7,<0.1,44.6,-93.1,A
0066074 4.19 MN,2.8,<0.1,46.9,-95.1,A
0066075 4.20 MN,4.7,<0.1,46,-92.9,A
0066076 4.21 MN,10.4,<0.1,45.9,-93.3,A
0066077 4.22 MN,4.7,<0.1,45.7,-95.6,A
0066078 4.23 MN,4.8,<0.1,42.2,-95.8,A
0066079 4.24 MN,5,<0.1,45.7,-93.6,A
0066080 4.25 MN,8.3,<0.1,45.9,-93.3,A
0066081 4.26 MN,5.5,<0.1,46,-92.9,A
0066082 4.27 MN,5.7,<0.1,42.2,-95.8,A
0066083 4.28 MN,7.9,<0.1,46.9,-95.1,A
0066084 4.29 MN,12.9,<0.1,45.6,-93.9,A
0066085 4.30 MN,11.7,<0.1,46.8,-95.9,A
0066086 4.31 MN,13.4,<0.1,43.6,-91.5,A
0066087 4.32 MN,3.7,<0.1,46.9,-95.1,A
0066088 4.33 MN,5.8,<0.1,46.1,-92.4,A
0066089 4.34 MN,14.8,<0.1,44.1,-93.5,A
0066090 4.35 MN,17.5,<0.1,46.8,-95.9,A
0066091 4.36 MN,13,<0.1,43.6,-93.4,A
0066092 4.37 MN,9.1,<0.1,43.6,-93.4,A
0066093 4.38 MN,3.9,<0.1,47,-93.6,A
0066094 4.39 MN,4.8,<0.1,47,-93.6,A
0066095 4.40 MN,9.4,<0.1,47.1,-93.9,A
0066096 4.41 MN,6.8,<0.1,47.1,-93.9,A
0066097 4.42 MN,9.7,<0.1,45.8,-96.1,A
0066098 4.43 MN,11.3,<0.1,45.3,-95.6,A
0066099 4.44 MN,6.8,<0.1,45.3,-95.6,A
0066100 4.45 MN,17,<0.1,45.3,-94.9,A
0066101 4.46 MN,17.7,<0.1,45.3,-94.9,A
0066102 4.47 MN,0.6,<0.1,45.6,-94.2,A
0066103 4.48 MN,7.6,<0.1,45.6,-94.2,A
0066104 5.01 WI,3.1,<0.1,42.9,-89.2,A
0066105 5.02 WI,2.7,<0.1,44.3,-90.9,A
0066106 5.03 WI,6.5,<0.1,44.3,-90.9,A
0066107 5.04 WI,9.3,<0.1,44.6,-91,A
0066108 5.05 WI,7.5,<0.1,43.3,-89.4,A
0066109 5.06 WI,18.5,<0.1,43.3,-89.4,A
0066110 5.07 WI,11.9,<0.1,43.6,-90.9,A
0066111 5.08 WI,3.9,<0.1,44.1,-89.5,A
0066112 5.09 WI,4.9,<0.1,44.1,-89.5,A
0066113 5.10 WI,8.8,<0.1,45.2,-92.4,A
0066114 5.11 WI,5.5,<0.1,42.9,-90.7,A
0066115 5.12 WI,5.4,<0.1,42.9,-90.7,A
0066116 5.13 WI,6.5,<0.1,43.6,-90.9,A
0066117 5.14 WI,6.7,<0.1,42.9,-89.2,A
0066118 5.15 WI,11.6,<0.1,42.9,-90.7,A
0066119 5.16 WI,10.6,<0.1,45.3,-92.4,A
0066120 5.17 WI,7.6,<0.1,44.5,-89.6,A
0066121 5.18 WI,3,<0.1,44.5,-89.6,A
0066122 5.19 WI,5.7,<0.1,45,-89.6,A
0066123 5.20 WI,6.8,<0.1,45.6,-90.3,A
0066124 5.21 WI,8.1,<0.1,45.6,-90.3,A
0066125 5.22 WI,6.7,<0.1,44.7,-90.2,A
0066126 5.23 WI,8.7,<0.1,42.9,-89.2,A
0066127 5.24 WI,6.9,<0.1,45,-92.4,A
0066128 5.25 WI,9,<0.1,45.9,-90.5,A
0066129 5.26 WI,8.6,<0.1,45.9,-90.5,A
0066130 5.27 WI,8.5,<0.1,45.6,-90.3,A
0066131 5.28 WI,3.2,<0.1,43.3,-89.4,A
0066132 5.29 WI,5.1,<0.1,43.3,-89.4,A
0066133 5.30 WI,5.7,<0.1,43.3,-89.4,A
0066134 5.31 WI,7.9,<0.1,45.2,-92.4,A
0066135 5.32 WI,7.7,<0.1,46.3,-90.7,A
0066136 5.33 WI,14.9,<0.1,45,-92.4,A
0066137 5.34 WI,7.9,<0.1,46.6,-90.9,A
0066138 5.35 WI,8.7,<0.1,46.6,-90.9,A
0066139 5.36 WI,6.9,<0.1,45,-89.8,A
0066140 5.37 WI,2.9,<0.1,44.3,-90.9,A
0066141 5.38 WI,4.5,<0.1,45.9,-89.6,A
0066142 5.39 WI,4.8,<0.1,45.9,-89.6,A
0066143 5.40 WI,9,<0.1,45,-90.3,A
0066144 5.41 WI,9.9,<0.1,45,-90.3,A
0066145 5.42 WI,7,<0.1,45.4,-91.4,A
0066146 5.43 WI,7.8,<0.1,45.3,-92.4,A
0066147 5.44 WI,16.4,<0.1,45.6,-90.9,A
0066148 5.45 WI,4.6,<0.1,44.3,-90.9,A
0066149 5.46 WI,5.1,<0.1,44.6,-91,A
0066150 5.47 WI,5.8,<0.1,44.6,-91,A
0066151 5.48 WI,5.1,<0.1,45.9,-89.6,A
0066152 5.49 WI,5.4,<0.1,44.5,-89.6,A
0066153 5.50 WI,6.7,<0.1,44.1,-89.5,A
0066154 5.51 WI,4,<0.1,44.1,-89.5,A
0066155 5.52 WI,7.2,<0.1,45.4,-91.4,A
0066156 5.53 WI,5.1,<0.1,45.5,-91.2,A
0066157 5.54 WI,6.7,<0.1,45.5,-91.2,A
0066158 5.55 WI,7.6,<0.1,46.1,-91.8,A
0066159 5.56 WI,5.1,<0.1,46.1,-91.8,A
0066160 5.57 WI,8.1,<0.1,46.1,-91.8,A
0067001 2.01 CT,4.1,<0.1,42,-72.6,A
0067002 2.02 CT,10,<0.1,41.8,-72.7,A
0067003 2.03 CT,11.3,<0.1,41.4,-72.9,A
0067004 2.04 CT,11.7,<0.1,41.4,-72.9,A
0067005 2.05 CT,8.3,<0.1,41.8,-72.7,A
0067006 2.06 CT,6.8,<0.1,41.8,-72.7,A
0067007 2.07 CT,8.3,<0.1,42,-72.6,A
0067008 2.08 CT,7,<0.1,42,-72.6,A
0067009 2.09 CT,5.2,<0.1,41.9,-72.3,A
0067010 2.10 CT,9.2,<0.1,41.8,-72.7,A
0067011 2.11 CT,10.3,<0.1,41.4,-72.9,A
0067012 2.12 CT,8.4,<0.1,41.4,-72.9,A
0067013 2.13 CT,8.1,<0.1,41.4,-73.5,A
0067014 2.14 CT,5.8,<0.1,41.8,-72.7,A
0067015 2.15 CT,6.1,<0.1,42,-72.6,A
0067016 2.16 CT,5,<0.1,42,-72.6,A
0067017 2.17 CT,6.8,<0.1,41.4,-73.5,A
0067018 3.01 MA,6.2,<0.1,42.1,-72.7,A
0067019 3.02 MA,6.9,<0.1,42.4,-72.5,A
0067020 3.03 MA,8.6,<0.1,42.4,-72.5,A
0067021 3.04 MA,11.1,<0.1,42.1,-72.7,A
0067022 3.05 MA,8.4,<0.1,42.1,-72.7,A
0067023 3.06 MA,11.2,<0.1,42.6,-72.6,A
0067024 3.07 MA,7.2,<0.1,42.6,-72.6,A
0067025 3.08 MA,10.7,<0.1,42.6,-72.6,A
0067026 3.09 MA,6.8,<0.1,42.6,-72.6,A
0067027 3.10 MA,7.4,<0.1,42.6,-72.6,A
0067028 3.11 MA,7.4,<0.1,42.4,-72.9,A
0067029 3.12 MA,6.4,<0.1,42.4,-72.9,A
0067030 3.13 MA,14.7,<0.1,42.6,-72.6,A
0067031 3.14 MA,14.5,<0.1,42.4,-72.5,A
0067032 3.15 MA,12,<0.1,42.1,-72.7,A
0067033 3.16 MA,7.7,<0.1,41.4,-72.9,A
0067034 3.17 MA,11.3,<0.1,41.4,-72.9,A
0067035 3.18 MA,17.8,<0.1,41.4,-72.9,A
0067036 4.01 NH,11.6,<0.1,43.4,-72.2,A
0067037 4.02 NH,9.2,<0.1,43.4,-72.3,A
0067038 4.03 NH,18.3,<0.1,43.4,-72.2,A
0067039 4.04 NH,9.6,<0.1,43.4,-72.3,A
0067040 4.05 NH,12.5,<0.1,42.8,-71.6,A
0067041 4.06 NH,10.4,<0.1,42.8,-71.6,A
0067042 4.07 NH,13.4,<0.1,43.4,-72.2,A
0067043 4.08 NH,12.8,<0.1,42.8,-71.6,A
0067044 4.09 NH,8.4,<0.1,43.4,-72.3,A
0067045 5.01 NY,11.6,<0.1,42.8,-74,A
0067046 5.02 NY,9.4,<0.1,42.9,-73.5,A
0067047 5.03 NY,6.7,<0.1,43.3,-78.5,A
0067048 5.04 NY,15.5,<0.1,43.2,-77.9,A
0067049 5.05 NY,13.2,<0.1,42.2,-78.7,A
0067050 5.06 NY,11.6,<0.1,43.3,-78.5,A
0067051 5.07 NY,5.3,<0.1,42.9,-73.5,A
0067052 5.08 NY,35.2,<0.1,43.2,-77.6,A
0067053 5.09 NY,9.7,<0.1,43.3,-78.5,A
0067054 5.10 NY,16,<0.1,43,-78.2,A
0067055 5.11 NY,11.1,<0.1,43.3,-78.8,A
0067056 5.12 NY,12.2,<0.1,43.2,-77.9,A
0067057 5.13 NY,14.2,<0.1,43.1,-73.5,A
0067058 5.14 NY,15,<0.1,43.3,-77.8,A
0067059 5.15 NY,9.2,<0.1,43.1,-73.5,A
0067060 5.16 NY,10.3,<0.1,43.3,-78.8,A
0067061 5.17 NY,12,<0.1,43.3,-78.8,A
0067062 5.18 NY,12.8,<0.1,43.2,-78.7,A
0067063 5.19 NY,10.4,<0.1,43.2,-78.7,A
0067064 5.20 NY,13.5,<0.1,43.3,-77.8,A
0067065 5.21 NY,12.7,<0.1,43,-78.2,A
0067066 5.22 NY,15.3,<0.1,43,-78.2,A
0067067 5.23 NY,11.4,<0.1,43.1,-73.5,A
0067068 5.24 NY,7.7,<0.1,43.3,-77.8,A
0067069 5.25 NY,9.8,<0.1,43.2,-78.7,A
0067070 5.26 NY,4,<0.1,42.9,-73.5,A
0067071 5.27 NY,18.7,<0.1,43.2,-77.6,A
0067072 5.28 NY,30.4,<0.1,42.2,-78.7,A
0067073 5.29 NY,6.1,<0.1,42.1,-78.4,A
0067074 5.30 NY,5.2,<0.1,42.1,-78.4,A
0067075 5.31 NY,6.8,<0.1,42.2,-78.7,A
0067076 5.32 NY,5.9,<0.1,43.2,-77.6,A
0067077 5.33 NY,26.3,<0.1,43.2,-77.6,A
0067078 6.01 PA,5.3,<0.1,40.5,-78,A
0067079 6.02 PA,10.7,<0.1,40.9,-77.5,A
0067080 6.03 PA,4.7,<0.1,40.2,-78.2,A
0067081 6.04 PA,8.8,<0.1,40.7,-79.4,A
0067082 6.05 PA,10.6,<0.1,41.6,-80.1,A
0067083 6.06 PA,16,<0.1,41,-79.6,A
0067084 6.07 PA,7.9,<0.1,41.4,-76.1,A
0067085 6.08 PA,8.5,<0.1,40.5,-78.9,A
0067086 6.09 PA,11.3,<0.1,40.5,-78.9,A
0067087 6.10 PA,7.8,<0.1,40.3,-78.3,A
0067088 6.11 PA,5,<0.1,40.3,-78.3,A
0067089 6.12 PA,9.7,<0.1,40.9,-77.5,A
0067090 6.13 PA,15.5,<0.1,40.2,-78.2,A
0067091 6.14 PA,12.5,<0.1,40.2,-78.2,A
0067092 6.15 PA,8.8,<0.1,40.6,-79.1,A
0067093 6.16 PA,8,<0.1,40.6,-79.1,A
0067094 6.17 PA,6.9,<0.1,40.7,-79.4,A
0067095 6.18 PA,16,<0.1,41.6,-80.1,A
0067096 6.19 PA,8.9,<0.1,40.6,-79.1,A
0067097 6.20 PA,12.1,<0.1,40.3,-78.3,A
0067098 6.21 PA,3.9,<0.1,40.8,-77.9,A
0067099 6.22 PA,6.6,<0.1,41.6,-75.9,A
0067100 6.23 PA,16.1,<0.1,41.6,-80.1,A
0067101 6.24 PA,9.5,<0.1,41.6,-80.1,A
0067102 6.25 PA,14.8,<0.1,41.6,-80.1,A
0067103 6.26 PA,2.4,<0.1,40.8,-77.9,A
0067104 6.27 PA,3.9,<0.1,40.8,-77.9,A
0067105 6.28 PA,9.8,<0.1,40.8,-77.9,A
0067106 6.29 PA,12.4,<0.1,41.1,-76.9,A
0067107 6.30 PA,8.9,<0.1,41.1,-76.9,A
0067108 6.31 PA,8.1,<0.1,41.2,-76.1,A
0067109 6.32 PA,17.8,<0.1,40.6,-79.1,A
0067110 6.33 PA,17.2,<0.1,40.5,-78,A
0067111 6.34 PA,6.6,<0.1,41.1,-76.9,A
0067112 6.35 PA,30.2,<0.1,41.4,-76.1,A
0067113 6.36 PA,10,<0.1,40.7,-79.4,A
0067114 6.37 PA,18.9,<0.1,41,-79.6,A
0067115 6.38 PA,13.3,<0.1,40.5,-78.9,A
0067116 6.39 PA,3.6,<0.1,41.2,-76.1,A
0067117 6.40 PA,4.9,<0.1,41.2,-76.1,A
0067118 6.41 PA,5,<0.1,41.6,-75.9,A
0067119 6.42 PA,3.9,<0.1,41.6,-75.9,A
0067120 6.43 PA,15.6,<0.1,41.6,-80.1,A
0067121 6.44 PA,10.7,<0.1,41.6,-80.1,A
0067122 6.45 PA,13.4,<0.1,41.6,-80.1,A
0067123 6.46 PA,13,<0.1,41.8,-77.1,A
0067124 6.47 PA,9,<0.1,41.8,-77.1,A
0067125 6.48 PA,9.4,<0.1,41.8,-77.1,A
0067126 6.49 PA,5.4,<0.1,41.1,-76.9,A
0067127 6.50 PA,11.4,<0.1,40.8,-77.9,A
0067128 6.51 PA,12.5,<0.1,40.8,-77.9,A
0067129 6.52 PA,8.6,<0.1,41.4,-76.1,A
0067130 7.01 VT,3.8,<0.1,43.6,-72.3,A
0067131 7.02 VT,4.8,<0.1,43.6,-72.3,A
0067132 7.03 VT,16.9,<0.1,43.6,-72.5,A
0067133 7.04 VT,9.5,<0.1,43.6,-72.5,A
0067134 7.05 VT,12.4,<0.1,43.6,-72.5,A
0068001 NE260-1-NH,17.4,<0.1,44.2,-71.3,A
0068002 NE260-3-NH,5.5,<0.1,44.2,-71.3,A
0068003 NE260-4-NH,17.3,<0.1,44.2,-71.3,A
0068004 NE260-11-NH,3.9,<0.1,44.2,-71.3,A
0068005 NE260-15-NH,20.2,<0.1,44.2,-71.3,A
0068006 NE260-17-NH,7.2,<0.1,44.2,-71.3,A
0069001 512AWA,2.4,58,47.4,-121.8,A
0070001   H1CA,26.7,1431,40.5,-124,A
0070002   H2CA,17.8,1416,40.3,-124.2,A
0070003   H3CA,29.1,1863,40.9,-124,A
0071001   D4CA,34,1710,41.9,-124.1,A
0071002   D5CA,21,1113,41.8,-124.2,A
0071003   D6CA,27.7,1635,41.8,-124.2,A
0072002 532ACA,7.9,1257,37.7,-123.1,A
0072003 532BCA,16.5,1435,37.7,-123.1,A
0073001  1U SC,13.1,263,33,-80.2,A
0073002  1B SC,10.5,209,33,-80.2,A
0073003  2U SC,9.1,269,32.5,-81,A
0073004  2B SC,7.9,208,32.5,-81,A
0073005  3U GA,7.1,198,31.2,-82.4,A
0073006  3B GA,8.6,239,31.2,-82.4,A
0073007  4U GA,5.3,152,31,-82.1,A
0073008  4B GA,7.5,196,31,-82.1,A
0073009  5U FL,3.7,135,30.2,-82.6,A
0073010  5B FL,4.9,134,30.2,-82.6,A
0073011  6U FL,5,195,29.9,-82.1,A
0073012  6B FL,3.4,171,29.9,-82.1,A
0073013  7U FL,4.4,136,30.1,-82.2,A
0073014  7B FL,4.2,138,30.1,-82.2,A
0073015  8U FL,4.7,117,29.6,-82.8,A
0073016  8B FL,5.6,132,29.6,-82.8,A
0073017 10U FL,13.1,262,27.9,-81.8,A
0073018 10B FL,12.3,203,27.9,-81.8,A
0073019 11U FL,6.8,200,30.5,-86.5,A
0073020 11B FL,5.8,170,30.5,-86.5,A
0073021 12U GA,4.7,91,32.5,-82.6,A
0073022 12B GA,4.4,83,32.5,-82.6,A
0073023 13U FL,5.1,132,30.8,-85.5,A
0073024 13B FL,5.1,127,30.8,-85.5,A
0073025 14U AL,10,191,30.7,-87.8,A
0073026 14B AL,8.1,172,30.7,-87.8,A
0073027 15U MS,6.2,220,31.4,-88.5,A
0073028 15B MS,6.8,169,31.4,-88.5,A
0073029 16U MS,4.7,136,30.9,-89.1,A
0073030 16B MS,8.5,170,30.9,-89.1,A
0073031 17U MS,8.1,164,30.7,-89.6,A
0073032 17B MS,8.7,166,30.7,-89.6,A
0073033 18U LA,8.8,207,31.9,-92.3,A
0073034 18B LA,9,224,31.9,-92.3,B
0074001 4544155-1 TX,3.4,<0.1,31.5,-97.1,B
0074002 4544155-2 TX,1.9,<0.1,31.5,-97.1,B
0074003 45-AL-57-1,3.6,<0.1,31.9,-85.1,B
0074004 45-LA-07-1,7.5,<0.1,32.5,-93.1,B
0074005 45-LA-31-1,5.6,<0.1,32.5,-92.5,B
0074006 45-MS-38-2,4.2,<0.1,32.4,-88.7,B
0074007 4544107-2 TX,4.8,<0.1,32.2,-95.9,B
0074008 4544107-3 TX,8.7,<0.1,32.2,-95.9,B
0074009 45-LA-07-2,2.5,<0.1,32.2,-92.7,B
0074010 45-LA-31-2,<0.1,<0.1,32.5,-92.5,B
0074011 45-AL-34-1,4.1,<0.1,31.6,-85.1,B
0074012 47-GA-82-1,<0.1,<0.1,32.8,-81.9,B
0074013 45-LA-56-2,6.2,<0.1,32.8,-92.4,B
0074014 45-MS-16-1,3.1,<0.1,31.6,-89.6,B
0074015 45-MS-18-1,4.8,<0.1,31.1,-89.2,B
0074016 47-SC-45-2,<0.1,<0.1,33.7,-79.8,B
0074017 47-GA-81-2,<0.1,<0.1,32.9,-82.4,B
0074018 45-LA-31-3,4.2,<0.1,32.5,-92.6,B
0074019 45-LA-56-1,1.6,<0.1,32.8,-92.7,B
0074020 45-MS-38-1,6.2,<0.1,32.4,-88.7,B
0074021 45-MS-51-1,1.2,<0.1,32.3,-88.9,B
0074022 4544107-5 TX,<0.1,<0.1,32.3,-96,B
0074023 4544107-6 TX,2.2,<0.1,32.2,-95.9,B
0074024 49-TN-20-1,7.3,<0.1,35.5,-88.3,B
0074025 49-TN-20-2,7,<0.1,35.5,-88.3,B
